stock_id,date_of_listing,exchange_name,face_value,isin_number,market_lot,paid_up_value,sector,series,stock_name,stock_symbol
37,11-AUG-2010,NSE,10,INE926K01017,1,10,Sector,EQ,"Asian Hotels (East) Limited",AHLEAST
38,14-DEC-2009,NSE,2,INE758C01029,1,2,Sector,EQ,"Ahluwalia Contracts (India) Limited",AHLUCONT
39,05-AUG-2010,NSE,10,INE915K01010,1,10,Sector,EQ,"Asian Hotels (West) Limited",AHLWEST
40,23-AUG-1995,NSE,10,INE425A01011,1,10,Sector,EQ,"Ahmednagar Forgings Limited",AHMEDFORGE
41,14-DEC-2005,NSE,2,INE212H01026,1,2,Sector,EQ,"AIA Engineering Limited",AIAENG
42,14-FEB-2007,NSE,5,INE768E01024,1,5,Sector,BE,"AI Champdany Industries Limited",AICHAMP
43,19-APR-2000,NSE,10,INE878A01011,1,10,Sector,EQ,"Alstom India Limited",AIL
44,29-MAY-2000,NSE,2,INE031B01049,1,2,Sector,EQ,"Ajanta Pharma Limited",AJANTPHARM
45,16-JUN-2009,NSE,10,INE298G01027,1,10,Sector,EQ,"Ajmera Realty & Infra India Limited",AJMERA
46,18-AUG-2000,NSE,5,INE523B01011,1,5,Sector,EQ,"Aksh Optifibre Limited",AKSHOPTFBR
47,28-JUN-2001,NSE,10,INE133A01011,1,10,Sector,EQ,"Akzo Nobel India Limited",AKZOINDIA
48,29-NOV-2002,NSE,10,INE428A01015,1,10,Sector,EQ,"Allahabad Bank",ALBK
49,31-JUL-2007,NSE,10,INE964B01033,1,10,Sector,EQ,"Alchemist Limited",ALCHEM
50,22-SEP-1999,NSE,2,INE426A01027,1,2,Sector,EQ,"Alembic Limited",ALEMBICLTD
51,29-SEP-2006,NSE,5,INE062D01024,1,5,Sector,EQ,"Alicon Castalloy Limited",ALICON
52,06-NOV-2008,NSE,10,INE773I01017,1,10,Sector,EQ,"Alkali Metals Limited",ALKALI
53,26-NOV-2007,NSE,5,INE150B01021,1,5,Sector,EQ,"Alkyl Amines Chemicals Limited",ALKYLAMINE
54,23-JUN-2006,NSE,2,INE418H01029,1,2,Sector,EQ,"Allcargo Logistics Limited",ALLCARGO
55,09-MAY-2005,NSE,10,INE835G01018,1,10,Sector,EQ,"Allsec Technologies Limited",ALLSEC
56,16-JUN-2008,NSE,6,INE326B01027,1,6,Sector,EQ,"Almondz Global Securities Limited",ALMONDZ
57,10-APR-1996,NSE,10,INE270A01011,1,10,Sector,EQ,"Alok Industries Limited",ALOKTEXT
58,06-AUG-2007,NSE,10,INE385I01010,1,10,Sector,BE,"Alpa Laboratories Limited",ALPA
59,11-MAY-2007,NSE,10,INE137C01018,1,10,Sector,EQ,"Alphageo (India) Limited",ALPHAGEO
60,24-APR-1996,NSE,10,INE093B01015,1,10,Sector,EQ,"Alps Industries Limited",ALPSINDUS
61,30-JUN-2008,NSE,2,INE200A01026,1,2,Sector,EQ,"Alstom T&D India Limited",ALSTOMT&D
62,05-SEP-2003,NSE,1,INE885A01032,1,1,Sector,EQ,"Amara Raja Batteries Limited",AMARAJABAT
63,29-JAN-2008,NSE,10,INE540G01014,1,10,Sector,EQ,"Ambika Cotton Mills Limited",AMBIKCO
64,18-FEB-1998,NSE,2,INE079A01024,1,2,Sector,EQ,"Ambuja Cements Limited",AMBUJACEM
65,19-MAR-2007,NSE,10,INE005I01014,1,10,Sector,EQ,"AMD Industries Limited",AMDIND
66,02-JAN-2015,NSE,2,INE098F01023,1,2,Sector,EQ,"Amrutanjan Health Care Limited",AMRUTANJAN
67,02-MAR-2005,NSE,2,INE130C01021,1,2,Sector,EQ,"Amtek Auto Limited",AMTEKAUTO
68,27-JUN-2005,NSE,2,INE068D01021,1,2,Sector,EQ,"Amtek India Limited",AMTEKINDIA
69,06-AUG-2012,NSE,5,INE436N01029,1,5,Sector,EQ,"Advance Metering Technology Limited",AMTL
70,27-SEP-2006,NSE,2,INE242C01024,1,2,Sector,EQ,"Anant Raj Limited",ANANTRAJ
71,04-APR-2001,NSE,10,INE434A01013,1,10,Sector,EQ,"Andhra Bank",ANDHRABANK
72,08-NOV-2010,NSE,10,INE666E01012,1,10,Sector,EQ,"Andhra Cements Limited",ANDHRACEMT
73,01-NOV-1995,NSE,10,INE715B01013,1,10,Sector,EQ,"The Andhra Sugars Limited",ANDHRSUGAR
74,12-FEB-2007,NSE,10,INE017D01010,1,10,Sector,EQ,"ANG Industries Limited",ANGIND
75,21-MAY-2008,NSE,10,INE087B01017,1,10,Sector,BE,"Anik Industries Limited",ANIKINDS
76,14-MAR-2013,NSE,10,INE106I01010,1,10,Sector,EQ,"Ankit Metal & Power Limited",ANKITMETAL
77,27-JAN-2006,NSE,5,INE436A01026,1,5,Sector,EQ,"Ansal Properties & Infrastructure Limited",ANSALAPI
78,06-OCT-2006,NSE,10,INE880B01015,1,10,Sector,EQ,"Ansal Housing and Construction Limited",ANSALHSG
79,14-JUN-2000,NSE,1,INE414B01021,1,1,Sector,BE,"Antarctica Limited",ANTGRAPHIC
80,12-JUL-2004,NSE,10,INE372A01015,1,10,Sector,EQ,"Apar Industries Limited",APARINDS
81,06-SEP-1995,NSE,5,INE116A01024,1,5,Sector,EQ,"Apcotex Industries Limited",APCOTEXIND
82,14-DEC-2011,NSE,10,INE702C01019,1,10,Sector,EQ,"APL Apollo Tubes Limited",APLAPOLLO
83,20-SEP-2011,NSE,2,INE901L01018,1,2,Sector,EQ,"Alembic Pharmaceuticals Limited",APLLTD
84,10-JAN-1996,NSE,5,INE437A01024,1,5,Sector,EQ,"Apollo Hospitals Enterprise Limited",APOLLOHOSP
85,31-MAY-1995,NSE,1,INE438A01022,1,1,Sector,EQ,"Apollo Tyres Limited",APOLLOTYRE
86,28-JAN-2015,NSE,10,INE451F01016,1,10,Sector,BE,"Apollo Sindoori Hotels Limited",APOLSINHOT
87,27-SEP-2002,NSE,10,INE266F01018,1,10,Sector,EQ,"Aptech Limited",APTECHT
88,04-JUL-2008,NSE,10,INE877I01016,1,10,Sector,EQ,"Archidply Industries Limited",ARCHIDPLY
89,02-SEP-1998,NSE,2,INE731A01020,1,2,Sector,EQ,"Archies Limited",ARCHIES
90,16-APR-2014,NSE,10,INE574I01027,1,10,Sector,EQ,"Arcotech Limited",ARCOTECH
91,11-JAN-2008,NSE,10,INE298I01015,1,10,Sector,EQ,"Aries Agro Limited",ARIES
92,26-DEC-2006,NSE,10,INE413D01011,1,10,Sector,EQ,"Arihant Foundations & Housing Limited",ARIHANT
93,24-APR-2007,NSE,10,INE210C01013,1,10,Sector,EQ,"Aro Granite Industries Limited",AROGRANITE
94,11-MAY-2009,NSE,10,INE933J01015,1,10,Sector,EQ,"Arrow Textiles Limited",ARROWTEX
95,14-DEC-2009,NSE,2,INE968D01022,1,2,Sector,EQ,"Arshiya Limited",ARSHIYA
96,03-MAR-2010,NSE,10,INE267I01010,1,10,Sector,EQ,"ARSS Infrastructure Projects Limited",ARSSINFRA
97,08-FEB-1995,NSE,10,INE034A01011,1,10,Sector,EQ,"Arvind Limited",ARVIND
98,08-JUN-2012,NSE,10,INE211C01037,1,10,Sector,EQ,"Arvind Remedies Limited",ARVINDREM
99,18-MAR-1998,NSE,1,INE439A01020,1,1,Sector,EQ,"Asahi India Glass Limited",ASAHIINDIA
100,29-AUG-2011,NSE,10,INE228I01012,1,10,Sector,EQ,"Asahi Songwon Colors Limited",ASAHISONG
101,12-MAR-2002,NSE,10,INE900C01027,1,10,Sector,EQ,"Automotive Stampings and Assemblies Limited",ASAL
102,20-SEP-1995,NSE,2,INE348A01023,1,2,Sector,EQ,"Ashapura Minechem Limited",ASHAPURMIN
103,29-JUN-2011,NSE,2,INE365D01021,1,2,Sector,EQ,"Ashiana Housing Limited",ASHIANA
104,27-JUL-1995,NSE,10,INE440A01010,1,10,Sector,EQ,"Ashima Limited",ASHIMASYN
105,14-OCT-2010,NSE,5,INE442H01029,1,5,Sector,EQ,"Ashoka Buildcon Limited",ASHOKA
106,25-MAY-1995,NSE,1,INE208A01029,1,1,Sector,EQ,"Ashok Leyland Limited",ASHOKLEY
107,07-APR-2010,NSE,10,INE363A01022,1,10,Sector,EQ,"Asian Hotels (North) Limited",ASIANHOTNR
108,31-MAY-1995,NSE,1,INE021A01026,1,1,Sector,EQ,"Asian Paints Limited",ASIANPAINT
109,23-AUG-2007,NSE,10,INE022I01019,1,10,Sector,EQ,"Asian Granito India Limited",ASIANTILES
110,17-OCT-2005,NSE,5,INE988A01026,1,5,Sector,BE,"Amit Spinning Industries Limited",ASIL
111,29-SEP-2006,NSE,1,INE442A01024,1,1,Sector,EQ,"Assam Company India Limited",ASSAMCO
112,25-NOV-2009,NSE,10,INE563J01010,1,10,Sector,EQ,"Astec LifeSciences Limited",ASTEC
113,20-MAR-2007,NSE,1,INE006I01046,1,1,Sector,EQ,"Astral Poly Technik Limited",ASTRAL
114,01-NOV-2004,NSE,2,INE386C01029,1,2,Sector,EQ,"Astra Microwave Products Limited",ASTRAMICRO
115,04-MAY-2001,NSE,2,INE203A01020,1,2,Sector,EQ,"AstraZeneca Pharma India Limited",ASTRAZEN
116,06-DEC-2002,NSE,10,INE209A01019,1,10,Sector,EQ,"Agro Tech Foods Limited",ATFL
117,25-SEP-2006,NSE,2,INE285H01022,1,2,Sector,EQ,"Atlanta  Limited",ATLANTA
118,23-OCT-1996,NSE,10,INE446A01017,1,10,Sector,EQ,"Atlas Cycles (Haryana) Limited",ATLASCYCLE
119,01-SEP-2006,NSE,4,INE803A01027,1,4,Sector,EQ,"ATN International Limited",ATNINTER
120,06-MAY-1998,NSE,10,INE100A01010,1,10,Sector,EQ,"Atul Limited",ATUL
121,26-JUN-2013,NSE,5,INE951D01028,1,5,Sector,EQ,"Atul Auto Limited",ATULAUTO
122,25-OCT-2005,NSE,10,INE132H01018,1,10,Sector,EQ,"Aurionpro Solutions Limited",AURIONPRO
123,19-JUL-2000,NSE,1,INE406A01037,1,1,Sector,EQ,"Aurobindo Pharma Limited",AUROPHARMA
124,17-APR-1996,NSE,10,INE218C01016,1,10,Sector,EQ,"Ausom Enterprise Limited",AUSOMENT
125,04-SEP-2008,NSE,1,INE455J01027,1,1,Sector,EQ,"Austral Coke & Projects Limited",AUSTRAL
126,29-MAY-2003,NSE,10,INE449A01011,1,10,Sector,EQ,"Automotive Axles Limited",AUTOAXLES
127,31-JAN-2007,NSE,10,INE718H01014,1,10,Sector,EQ,"Autoline Industries Limited",AUTOIND
128,31-MAY-1995,NSE,10,INE448A01013,1,10,Sector,EQ,"Autolite (India) Limited",AUTOLITIND
129,10-JAN-2007,NSE,1,INE488D01021,1,1,Sector,EQ,"AVT Natural Products Limited",AVTNPL
130,16-NOV-1998,NSE,2,INE238A01034,1,2,Sector,EQ,"Axis Bank Limited",AXISBANK
131,13-JAN-2000,NSE,2,INE238A01034,1,2,Sector,IL,"Axis Bank Limited",AXISBANK
132,21-DEC-2000,NSE,5,INE555B01013,1,5,Sector,EQ,"AXISCADES Engineering Technologies Limited",AXISCADES
133,12-NOV-2012,NSE,10,INE878I01014,1,10,Sector,EQ,"Bafna Pharmaceuticals Limited",BAFNAPHARM
134,17-OCT-2003,NSE,2,INE116D01028,1,2,Sector,EQ,"B.A.G Films and Media Limited",BAGFILMS
135,26-MAY-2008,NSE,10,INE917I01010,1,10,Sector,EQ,"Bajaj Auto Limited",BAJAJ-AUTO
136,18-AUG-2010,NSE,1,INE933K01021,1,1,Sector,EQ,"Bajaj Corp Limited",BAJAJCORP
137,02-NOV-2007,NSE,2,INE193E01025,1,2,Sector,EQ,"Bajaj Electricals Limited",BAJAJELEC
138,26-MAY-2008,NSE,5,INE918I01018,1,5,Sector,EQ,"Bajaj Finserv Limited",BAJAJFINSV
139,10-MAY-1995,NSE,1,INE306A01021,1,1,Sector,EQ,"Bajaj Hindusthan Sugar Limited",BAJAJHIND
140,15-MAR-1995,NSE,10,INE118A01012,1,10,Sector,EQ,"Bajaj Holdings & Investment Limited",BAJAJHLDNG
141,01-APR-2003,NSE,10,INE296A01016,1,10,Sector,EQ,"Bajaj Finance Limited",BAJFINANCE
142,22-NOV-2000,NSE,2,INE794B01026,1,2,Sector,EQ,"Balaji Telefilms Limited",BALAJITELE
143,05-APR-2007,NSE,2,INE050E01027,1,2,Sector,EQ,"Balaji Amines Limited",BALAMINES
144,27-JAN-2006,NSE,2,INE787D01026,1,2,Sector,EQ,"Balkrishna Industries Limited",BALKRISIND
145,31-MAR-2008,NSE,2,INE294A01037,1,2,Sector,EQ,"Ballarpur Industries Limited",BALLARPUR
146,06-JUL-1995,NSE,10,INE164A01016,1,10,Sector,EQ,"Balmer Lawrie & Company Limited",BALMLAWRIE
147,08-MAY-2006,NSE,10,INE083D01012,1,10,Sector,EQ,"Bal Pharma Limited",BALPHARMA
148,08-FEB-1995,NSE,1,INE119A01028,1,1,Sector,EQ,"Balrampur Chini Mills Limited",BALRAMCHIN
149,07-JUL-1995,NSE,10,INE655B01011,100,10,Sector,EQ,"Banaras Beads Limited",BANARBEADS
150,28-MAY-2003,NSE,10,INE459A01010,1,10,Sector,EQ,"Bannari Amman Sugars Limited",BANARISUG
151,22-DEC-2006,NSE,2,INE213C01025,1,2,Sector,EQ,"Banco Products (I) Limited",BANCOINDIA
152,20-FEB-2008,NSE,10,INE863I01016,1,10,Sector,EQ,"Bang Overseas Limited",BANG
153,19-FEB-1997,NSE,2,INE028A01039,1,2,Sector,EQ,"Bank of Baroda",BANKBARODA
154,13-JAN-2000,NSE,2,INE028A01039,1,2,Sector,IL,"Bank of Baroda",BANKBARODA
155,30-APR-1997,NSE,10,INE084A01016,1,10,Sector,EQ,"Bank of India",BANKINDIA
156,11-APR-2007,NSE,10,INE629D01012,1,10,Sector,EQ,"Banswara Syntex Limited",BANSWRAS
157,12-JAN-2006,NSE,10,INE855F01034,1,10,Sector,EQ,"Bartronics India Limited",BARTRONICS
158,17-MAY-1995,NSE,10,INE373A01013,1,10,Sector,EQ,"BASF India Limited",BASF
159,14-NOV-2005,NSE,10,INE186H01014,1,10,Sector,EQ,"Bannari Amman Spinning Mills Limited",BASML
160,18-JUN-2003,NSE,10,INE176A01010,1,10,Sector,EQ,"Bata India Limited",BATAINDIA
161,08-JAN-2010,NSE,10,INE462A01022,1,10,Sector,EQ,"Bayer Cropscience Limited",BAYERCROP
162,21-NOV-2006,NSE,10,INE464A01028,1,10,Sector,EQ,"Bharat Bijlee Limited",BBL
163,03-APR-1996,NSE,2,INE050A01025,1,2,Sector,EQ,"Bombay Burmah Trading Corporation Limited",BBTC
164,13-JAN-2015,NSE,10,INE520H01014,1,10,Sector,EQ,"Beardsell Limited",BEARDSELL
165,14-OCT-2010,NSE,10,INE844K01012,1,10,Sector,EQ,"Bedmutha Industries Limited",BEDMUTHA
166,19-JUL-2000,NSE,10,INE263A01016,1,10,Sector,EQ,"Bharat Electronics Limited",BEL
167,05-NOV-2003,NSE,10,INE258A01016,1,10,Sector,EQ,"BEML Limited",BEML
168,21-MAR-2005,NSE,1,INE922A01025,1,1,Sector,EQ,"Bhansali Engineering Polymers Limited",BEPL
169,24-NOV-1999,NSE,1,INE463A01038,1,1,Sector,EQ,"Berger Paints (I) Limited",BERGEPAINT
170,14-JAN-2011,NSE,5,INE878K01010,1,5,Sector,EQ,"BF Investment Limited",BFINVEST
171,03-MAY-2007,NSE,5,INE243D01012,1,5,Sector,EQ,"BF Utilities Limited",BFUTILITIE
172,28-JUL-2011,NSE,10,INE224M01013,1,10,Sector,BE,"Bharatiya Global Infomedia Limited",BGLOBAL
173,03-JAN-2008,NSE,10,INE661I01014,1,10,Sector,EQ,"BGR Energy Systems Limited",BGRENERGY
174,10-MAY-1995,NSE,2,INE458B01028,1,2,Sector,EQ,"Bhagyanagar India Limited",BHAGYNAGAR
175,04-APR-2003,NSE,2,INE465A01025,1,2,Sector,EQ,"Bharat Forge Limited",BHARATFORG
176,03-APR-1996,NSE,10,INE561C01019,1,10,Sector,EQ,"Bharat Gears Limited",BHARATGEAR
177,11-OCT-1995,NSE,10,INE838B01013,1,10,Sector,EQ,"Bharat Rasayan Limited",BHARATRAS
178,15-FEB-2002,NSE,5,INE397D01024,1,5,Sector,EQ,"Bharti Airtel Limited",BHARTIARTL
179,11-NOV-2003,NSE,2,INE257A01026,1,2,Sector,EQ,"Bharat Heavy Electricals Limited",BHEL
180,21-NOV-2003,NSE,2,INE824B01021,1,2,Sector,EQ,"Bhushan Steel Limited",BHUSANSTL
181,12-APR-2000,NSE,10,INE828A01016,1,10,Sector,EQ,"Bhartiya International Limited",BIL
182,15-FEB-2011,NSE,1,INE607L01029,1,1,Sector,EQ,"Bil Energy Systems Limited",BILENERGY
183,29-JAN-2007,NSE,10,INE952D01018,1,10,Sector,EQ,"Bilpower  Limited",BILPOWER
184,27-SEP-2006,NSE,10,INE071A01013,1,10,Sector,EQ,"Binani Industries Limited",BINANIIND
185,28-AUG-1996,NSE,10,INE143A01010,1,10,Sector,EQ,"Oswal Chemicals & Fertilizers Limited",BINDALAGRO
186,07-APR-2004,NSE,5,INE376G01013,1,5,Sector,EQ,"Biocon Limited",BIOCON
187,12-APR-1995,NSE,10,INE340A01012,1,10,Sector,EQ,"Birla Corporation Limited",BIRLACORPN
188,30-JUL-2008,NSE,1,INE655I01024,1,1,Sector,EQ,"Birla Cotsyn (India) Limited",BIRLACOT
189,20-OCT-1999,NSE,10,INE800A01015,1,10,Sector,BE,"Birla Ericsson Optical Limited",BIRLAERIC
190,07-FEB-2008,NSE,1,INE865C01022,1,1,Sector,EQ,"Aditya Birla Money Limited",BIRLAMONEY
191,31-MAY-2000,NSE,1,INE791A01024,1,1,Sector,EQ,"BLB Limited",BLBLIMITED
192,26-JUL-2010,NSE,1,INE416D01022,1,1,Sector,EQ,"Bliss GVS Pharma Limited",BLISSGVS
193,17-MAR-2006,NSE,1,INE350H01032,1,1,Sector,EQ,"B. L. Kashyap and Sons Limited",BLKASHYAP
194,12-MAR-1997,NSE,2,INE657B01025,1,2,Sector,EQ,"Blue Chip India Limited",BLUECHIP
195,16-AUG-2000,NSE,10,INE472B01011,1,10,Sector,BE,"Blue Coast Hotels Limited",BLUECOAST
196,12-DEC-2002,NSE,10,INE233B01017,1,10,Sector,EQ,"Blue Dart Express Limited",BLUEDART
197,15-JUN-2000,NSE,2,INE472A01039,1,2,Sector,EQ,"Blue Star Limited",BLUESTARCO
198,27-SEP-2000,NSE,10,INE504B01011,1,10,Sector,EQ,"Blue Star Infotech Limited",BLUESTINFO
199,22-AUG-2011,NSE,2,INE338D01028,1,2,Sector,EQ,"Bodal Chemicals Limited",BODALCHEM
200,26-APR-1995,NSE,2,INE032A01023,1,2,Sector,EQ,"Bombay Dyeing & Mfg Company Limited",BOMDYEING
201,12-MAY-2003,NSE,10,INE323A01026,1,10,Sector,EQ,"Bosch Limited",BOSCHLTD
202,13-SEP-1995,NSE,10,INE029A01011,1,10,Sector,EQ,"Bharat Petroleum Corporation Limited",BPCL
203,14-JUN-1995,NSE,10,INE110A01019,1,10,Sector,EQ,"BPL Limited",BPL
204,27-MAR-2009,NSE,10,INE317J01011,1,10,Sector,BZ,"Brandhouse Retails Limited",BRANDHOUSE
205,05-DEC-2005,NSE,10,INE589G01011,1,10,Sector,EQ,"Bombay Rayon Fashions Limited",BRFL
206,31-DEC-2007,NSE,10,INE791I01019,1,10,Sector,EQ,"Brigade Enterprises Limited",BRIGADE
207,05-NOV-1998,NSE,2,INE216A01022,1,2,Sector,EQ,"Britannia Industries Limited",BRITANNIA
208,07-MAR-2007,NSE,10,INE698H01018,1,10,Sector,EQ,"Broadcast Initiatives Limited",BROADCAST
209,05-SEP-2011,NSE,10,INE650L01011,1,10,Sector,EQ,"Brooks Laboratories Limited",BROOKS
210,07-FEB-2001,NSE,10,INE395A01016,1,10,Sector,EQ,"BSEL Infrastructure Realty Limited",BSELINFRA
211,27-JUL-1995,NSE,10,INE594B01012,1,10,Sector,EQ,"BSL Limited",BSL
212,27-OCT-2010,NSE,1,INE043K01029,1,1,Sector,EQ,"BS LIMITED",BSLIMITED
213,03-JAN-2008,NSE,10,INE817H01014,1,10,Sector,EQ,"Burnpur Cement Limited",BURNPUR
214,28-APR-2014,NSE,10,INE295F01017,1,10,Sector,EQ,"Butterfly Gandhimathi Appliances Limited",BUTTERFLY
215,23-NOV-2007,NSE,10,INE139I01011,1,10,Sector,EQ,"Barak Valley Cements Limited",BVCL
216,18-APR-2000,NSE,5,INE010B01019,1,5,Sector,EQ,"Cadila Healthcare Limited",CADILAHC
217,09-JAN-2007,NSE,10,INE910H01017,1,10,Sector,EQ,"Cairn India Limited",CAIRN
218,28-JUN-2000,NSE,10,INE526B01014,1,10,Sector,EQ,"California Software Company Limited",CALSOFT
219,20-JAN-2015,NSE,1,INE052I01032,1,1,Sector,EQ,"Camlin Fine Sciences Limited",CAMLINFINE
220,23-DEC-2002,NSE,10,INE476A01014,1,10,Sector,EQ,"Canara Bank",CANBK
221,26-FEB-2007,NSE,10,INE874H01015,1,10,Sector,EQ,"C & C Constructions Limited",CANDC
222,10-MAY-1995,NSE,10,INE477A01012,1,10,Sector,EQ,"Can Fin Homes Limited",CANFINHOME
223,12-OCT-2010,NSE,10,INE068L01016,1,10,Sector,EQ,"Cantabil Retail India Limited",CANTABIL
224,01-FEB-2008,NSE,10,INE688I01017,1,10,Sector,EQ,"Capital First Limited",CAPF
225,23-JUN-2014,NSE,10,INE475E01018,1,10,Sector,EQ,"Caplin Point Laboratories Limited",CAPLIPOINT
226,03-APR-1996,NSE,1,INE120A01034,1,1,Sector,EQ,"Carborundum Universal Limited",CARBORUNIV
227,03-APR-1996,NSE,1,INE120A01034,1,1,Sector,IL,"Carborundum Universal Limited",CARBORUNIV
228,06-OCT-2010,NSE,10,INE521J01018,1,10,Sector,EQ,"Career Point Limited",CAREERP
229,26-DEC-2012,NSE,10,INE752H01013,1,10,Sector,EQ,"Credit Analysis And Research Limited",CARERATING
230,14-MAR-2014,NSE,5,INE172A01027,1,5,Sector,EQ,"Castrol India Limited",CASTROLIND
231,15-OCT-2007,NSE,2,INE429I01024,1,2,Sector,EQ,"Consolidated Construction Consortium Limited",CCCL
232,03-FEB-2015,NSE,2,INE652F01027,1,2,Sector,EQ,"Country Club Hospitality & Holidays Limited",CCHHL
233,07-JUN-2004,NSE,2,INE421D01022,1,2,Sector,EQ,"CCL Products (India) Limited",CCL
234,01-FEB-2008,NSE,10,INE482A01020,1,10,Sector,EQ,"CEAT Limited",CEATLTD
235,18-OCT-2010,NSE,10,INE209L01016,1,10,Sector,EQ,"Commercial Engineers & Body Builders Co Limited",CEBBCO
236,12-JAN-2006,NSE,10,INE185H01016,1,10,Sector,EQ,"Celebrity Fashions Limited",CELEBRITY
237,17-JUL-2007,NSE,10,INE221I01017,1,10,Sector,EQ,"Celestial Biolabs Limited",CELESTIAL
238,10-MAY-1995,NSE,10,INE485A01015,1,10,Sector,EQ,"Century Enka Limited",CENTENKA
239,20-JUL-2004,NSE,1,INE281A01026,1,1,Sector,EQ,"Century Extrusions Limited",CENTEXT
240,21-AUG-2007,NSE,10,INE483A01010,1,10,Sector,EQ,"Central Bank of India",CENTRALBK
241,05-OCT-2007,NSE,10,INE320B01020,1,10,Sector,EQ,"Centum Electronics Limited",CENTUM
242,23-MAR-2006,NSE,1,INE348B01021,1,1,Sector,EQ,"Century Plyboards (India) Limited",CENTURYPLY
243,27-JUN-2003,NSE,10,INE055A01016,1,10,Sector,EQ,"Century Textiles & Industries Limited",CENTURYTEX
244,02-NOV-2007,NSE,5,INE739E01017,1,5,Sector,EQ,"Cera Sanitaryware Limited",CERA
245,26-JUN-2013,NSE,10,INE345B01019,1,10,Sector,EQ,"Cerebra Integrated Technologies Limited",CEREBRAINT
